Day,RainProbability
319,0.15643704267108605
320,0.25024289816459533
321,0.5492266647061205
322,0.7145959227000623
323,0.6601973767177313
324,0.27993389694594284
325,0.9548652806631941
326,0.7378969166957685
327,0.5543540525114007
328,0.6117207462343522
329,0.4196000624277899
330,0.24773098950115746
331,0.3559726786512616
332,0.7578461104643691
333,0.014393488629755868
334,0.11607264050691624
335,0.04600264202175275
336,0.040728802318970136
337,0.8554605840110072
338,0.7036578593800237
339,0.4741738290873252
340,0.09783416065100148
341,0.49161587511683236
342,0.4734717707805657
343,0.17320186991001518
344,0.43385164923797304
345,0.39850473439737344
346,0.6158500980522165
347,0.6350936508676438
348,0.04530400977204452
349,0.3746126146264712
350,0.6258599157142364
351,0.5031362585800877
352,0.8564898411883223
353,0.658693631618945
354,0.1629344270814297
355,0.07056874740042984
356,0.6424192782063156
357,0.026511310541621813
358,0.5857755812734633
359,0.9402302414249576
360,0.575474177875879
361,0.3881699262065219
362,0.6432882184423532
363,0.45825289049151663
364,0.5456167893159349
365,0.9414648087765252
